#t,	body1,	body2,	number_of_contacts,	average_cp_x,	average_cp_y,	average_cp_z,	average_cn_x,	average_cn_y,	average_cn_z,	f_x,	f_y,	f_z,	m_x,	m_y,	m_z
10.798,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	6,	0.0369517,	-0.00714336,	1.2499,	0.182896,	-0.000716695,	-0.983116,	0.308488,	-6.78507,	-71.6005,	1.9255,	-1.57647,	0.157686
10.8,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	6,	0.0369573,	-0.00714122,	1.24989,	0.17951,	-0.000726767,	-0.983753,	4.35272,	-6.46741,	-81.0702,	2.02786,	-1.2834,	0.211262
10.802,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	6,	0.0369584,	-0.00713706,	1.2499,	0.177702,	-0.000752114,	-0.984084,	4.05808,	-0.741499,	-82.2084,	1.32862,	-1.34487,	0.0777156
10.804,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	5,	0.0369671,	-0.00715345,	1.2499,	0.174531,	-0.000711139,	-0.984651,	2.82483,	5.1133,	-60.5721,	0.272631,	-1.01087,	-0.0726202
10.806,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	7,	0.0370055,	-0.00694266,	1.2499,	0.162633,	-0.000640631,	-0.986464,	-0.993772,	-1.90091,	-77.8163,	1.40725,	-1.87518,	0.0278355
10.808,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	6,	0.0369945,	-0.00714956,	1.2499,	0.16671,	-0.000670365,	-0.986006,	1.39998,	0.918928,	-65.5823,	0.87128,	-1.30009,	0.000382513
10.81,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0369969,	-0.00650739,	1.2499,	0.165624,	-0.000652551,	-0.986183,	1.42387,	-0.907903,	-59.6713,	0.951908,	-1.16442,	0.0376996
10.812,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0370034,	-0.0064928,	1.2499,	0.162344,	-0.000629132,	-0.986728,	3.7428,	-3.64606,	-59.814,	1.2586,	-0.878017,	0.132266
10.814,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0370183,	-0.00650721,	1.24991,	0.157669,	-0.000627337,	-0.987485,	3.44083,	5.30164,	-66.2181,	0.227096,	-1.05897,	-0.0730019
10.816,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0370337,	-0.0065019,	1.2499,	0.15267,	-0.000595813,	-0.98827,	2.96289,	-0.921849,	-64.2582,	0.978051,	-1.07366,	0.060481
10.818,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.03704,	-0.00648813,	1.2499,	0.149153,	-0.000569669,	-0.988807,	3.36084,	-3.86974,	-64.4873,	1.34889,	-1.02836,	0.131998
10.819,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0370521,	-0.00650339,	1.24992,	0.145261,	-0.000570865,	-0.989386,	2.11667,	5.57244,	-70.0697,	0.250221,	-1.30821,	-0.100724
10.822,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0370639,	-0.00649985,	1.24991,	0.141501,	-0.000551926,	-0.989931,	1.97858,	-1.04829,	-67.2217,	1.03346,	-1.26104,	0.0500646
10.825,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0370667,	-0.0064864,	1.24991,	0.13911,	-0.000529995,	-0.990269,	2.28033,	-3.82241,	-66.8283,	1.37425,	-1.21398,	0.116318
10.826,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.037081,	-0.00635078,	1.24993,	0.134416,	-0.000528115,	-0.990895,	0.914146,	5.66602,	-71.8428,	0.265292,	-1.49626,	-0.120284
10.828,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0370852,	-0.00649843,	1.24991,	0.133297,	-0.000519738,	-0.991068,	1.10618,	-1.00573,	-68.6505,	1.04719,	-1.40046,	0.0373698
10.83,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0370868,	-0.00648485,	1.24991,	0.131304,	-0.000499408,	-0.991334,	1.55118,	-3.75512,	-68.1369,	1.38326,	-1.33287,	0.104936
10.832,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0370956,	-0.00650013,	1.24992,	0.128591,	-0.000505156,	-0.991689,	0.937416,	5.1996,	-73.3808,	0.335257,	-1.52656,	-0.103903
10.834,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0371073,	-0.00634188,	1.24992,	0.124819,	-0.00048657,	-0.992166,	0.494169,	-0.968238,	-70.3004,	1.06447,	-1.5123,	0.02829
10.836,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0371077,	-0.00648248,	1.24991,	0.123262,	-0.000468292,	-0.992365,	1.03625,	-3.6691,	-69.983,	1.39706,	-1.43691,	0.0960099
10.838,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.037118,	-0.00649752,	1.24992,	0.120154,	-0.000472361,	-0.992746,	0.369801,	5.22232,	-75.5622,	0.361446,	-1.64446,	-0.111901
10.84,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0371293,	-0.00649364,	1.24991,	0.116542,	-0.000453835,	-0.993176,	-0.102701,	-0.935237,	-72.8644,	1.09449,	-1.64235,	0.0195154
10.842,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0371331,	-0.00647896,	1.24991,	0.113705,	-0.000431756,	-0.993505,	0.511216,	-3.55962,	-72.7469,	1.42013,	-1.56233,	0.0864146
10.844,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0371454,	-0.00649383,	1.24992,	0.110125,	-0.000433726,	-0.993908,	-0.381256,	5.24936,	-78.6795,	0.399531,	-1.80572,	-0.122427
10.846,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0371581,	-0.00648962,	1.24991,	0.106016,	-0.000412541,	-0.994354,	-0.975773,	-0.927044,	-76.3797,	1.14024,	-1.82769,	0.00759449
10.848,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0371607,	-0.00631529,	1.24992,	0.103503,	-0.000391753,	-0.994618,	-0.438569,	-3.50931,	-76.3124,	1.46124,	-1.75821,	0.072443
10.85,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0371772,	-0.00648947,	1.24992,	0.0985592,	-0.000388316,	-0.995121,	-1.10847,	4.93887,	-82.3037,	0.486491,	-1.97477,	-0.125068
10.852,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0371969,	-0.00647676,	1.24992,	0.0930625,	-0.000347897,	-0.995649,	-6.66842,	-3.84306,	-101.918,	1.84607,	-3.10555,	-0.00371692
10.854,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0372111,	-0.0064746,	1.24993,	0.0880244,	-0.000362792,	-0.996107,	-2.43664,	-3.07536,	-89.8585,	1.5883,	-2.30656,	0.0358718
10.856,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0372304,	-0.00646509,	1.24992,	0.0823873,	-0.000322803,	-0.996589,	-9.48915,	-5.27981,	-105.887,	2.07781,	-3.54327,	-0.00955552
10.858,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0372444,	-0.00646309,	1.24993,	0.0774,	-0.000329553,	-0.996988,	-4.03783,	-3.88696,	-92.9191,	1.72986,	-2.57193,	0.0324162
10.86,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.037264,	-0.00645621,	1.24992,	0.071104,	-0.000278848,	-0.997451,	-6.67291,	-5.9773,	-109.507,	2.21267,	-3.26835,	0.0434949
10.862,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0372671,	-0.00629695,	1.24994,	0.0672796,	-0.000294338,	-0.997709,	-6.267,	-4.34784,	-97.4172,	1.84732,	-2.94755,	0.0126332
10.864,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0372834,	-0.0062914,	1.24993,	0.0626189,	-0.000245653,	-0.998006,	-8.70881,	-3.1196,	-91.731,	1.61725,	-3.1248,	-0.0474381
10.866,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0372972,	-0.00644316,	1.24991,	0.0586039,	-0.000203222,	-0.998239,	-8.57339,	-11.3655,	-95.3838,	2.69586,	-3.18741,	0.137487
10.868,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0373135,	-0.00644528,	1.24992,	0.0540314,	-0.000170944,	-0.998465,	-14.6632,	-7.65202,	-118.011,	2.53491,	-4.44818,	-0.02687
10.87,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0373323,	-0.00628679,	1.24993,	0.0473282,	-0.000183475,	-0.998764,	-9.47878,	-5.16399,	-106.527,	2.07085,	-3.5435,	-0.0127142
10.872,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0373391,	-0.00647169,	1.24991,	0.0435396,	-0.000192215,	-0.998857,	-11.8735,	3.57966,	-105.61,	0.96745,	-3.81991,	-0.239018
10.874,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.037353,	-0.00647076,	1.2499,	0.0388949,	-0.000154461,	-0.998969,	-12.1259,	-1.82671,	-104.512,	1.62778,	-3.82512,	-0.122545
10.876,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0373305,	-0.00689204,	1.2499,	0.0435952,	-0.000159179,	-0.998541,	-11.1501,	-3.85767,	-105.1,	2.28418,	-3.72807,	-0.0656347
10.878,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0373748,	-0.00648104,	1.24991,	0.0302087,	-0.000121392,	-0.99907,	-11.1555,	5.07544,	-127.479,	1.07303,	-4.20655,	-0.262371
10.88,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0373789,	-0.00648506,	1.24992,	0.0282288,	-6.53833e-05,	-0.999058,	-10.1528,	-1.61597,	-118.528,	1.7893,	-3.88236,	-0.10079
10.882,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374097,	-0.00630775,	1.24992,	0.0204196,	-1.58111e-05,	-0.99924,	-19.3576,	-4.29788,	-134.292,	2.33462,	-5.38016,	-0.166041
10.884,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0373958,	-0.00647834,	1.24993,	0.026072,	-8.26038e-05,	-0.999023,	-15.2866,	-2.41791,	-120.759,	1.918,	-4.57323,	-0.152519
10.886,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374215,	-0.00630962,	1.24991,	0.0192656,	-6.14804e-05,	-0.99921,	-16.6194,	-1.21895,	-113.806,	1.67536,	-4.58654,	-0.197085
10.888,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.037428,	-0.00631095,	1.2499,	0.0186931,	-6.95313e-05,	-0.999204,	-16.1519,	-1.00429,	-111.439,	1.61685,	-4.47568,	-0.195624
10.89,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.037368,	-0.0069101,	1.2499,	0.0350136,	-0.000134748,	-0.998438,	-14.23,	-1.76409,	-133.17,	2.38028,	-4.73046,	-0.151546
10.892,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374055,	-0.00648206,	1.24993,	0.0247755,	-9.62411e-05,	-0.99894,	-14.1127,	-2.03383,	-122.811,	1.89636,	-4.4725,	-0.145362
10.894,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374147,	-0.00647338,	1.24991,	0.0240025,	-7.28975e-05,	-0.998924,	-21.4095,	-4.41641,	-136.268,	2.3732,	-5.68072,	-0.191473
10.896,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374177,	-0.00647261,	1.24992,	0.0235275,	-0.000103702,	-0.998905,	-16.4869,	-3.27918,	-122.795,	2.05001,	-4.76865,	-0.149685
10.898,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374512,	-0.00631295,	1.24992,	0.0165192,	-0.000100787,	-0.999105,	-17.5824,	5.75071,	-119.183,	0.87462,	-4.82565,	-0.363957
10.9,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374269,	-0.00648044,	1.2499,	0.02256,	-9.80647e-05,	-0.998874,	-16.9703,	-0.51872,	-116.186,	1.6165,	-4.68315,	-0.217257
10.902,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374099,	-0.00688694,	1.24991,	0.0257191,	-0.000107516,	-0.998514,	-7.05271,	-1.15683,	-117.134,	2.27253,	-3.48923,	-0.0596421
10.904,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374661,	-0.00630379,	1.24993,	0.0159447,	-5.43901e-05,	-0.999048,	-20.1479,	-3.01911,	-140.818,	2.25622,	-5.6239,	-0.205153
10.907,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374303,	-0.00647417,	1.24992,	0.0224168,	-8.69992e-05,	-0.998826,	-13.3834,	-0.795999,	-145.457,	2.03959,	-4.88136,	-0.16276
10.909,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374651,	-0.00629777,	1.24994,	0.0156381,	-5.07045e-05,	-0.999017,	-19.9613,	-7.57753,	-140.178,	2.81562,	-5.58667,	-0.101632
10.91,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374358,	-0.00647004,	1.24992,	0.0219353,	-0.000106166,	-0.998789,	-20.1169,	-6.19265,	-148.875,	2.75661,	-5.79804,	-0.133965
10.912,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374432,	-0.00646497,	1.24993,	0.0215318,	-7.64147e-05,	-0.998777,	-18.4908,	2.2913,	-139.096,	1.56401,	-5.37893,	-0.298566
10.914,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374447,	-0.00646927,	1.24992,	0.0210543,	-3.86804e-05,	-0.998757,	-20.7092,	-8.75936,	-150.739,	3.10079,	-5.91307,	-0.0852457
10.916,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374528,	-0.00645924,	1.24992,	0.0203112,	-8.93308e-05,	-0.998736,	-15.166,	-1.18944,	-149.021,	2.1284,	-5.1825,	-0.177348
10.918,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374896,	-0.00628393,	1.24993,	0.0142768,	-4.95691e-05,	-0.998965,	-27.5832,	-0.357776,	-152.675,	2.07324,	-6.81447,	-0.361783
10.92,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374687,	-0.00646327,	1.24991,	0.018925,	-5.0668e-05,	-0.99869,	-14.286,	-1.11169,	-150.486,	2.13806,	-5.10455,	-0.16747
10.921,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374721,	-0.00645917,	1.24992,	0.0192436,	-7.25049e-05,	-0.99867,	-22.3752,	-3.38372,	-147.14,	2.37781,	-6.04152,	-0.225902
10.923,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374764,	-0.00645847,	1.24991,	0.0175965,	-7.26037e-05,	-0.998602,	-12.9701,	-1.12773,	-153.385,	2.17739,	-5.00422,	-0.149498
10.926,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374762,	-0.00645898,	1.24992,	0.018249,	-6.57634e-05,	-0.9986,	-21.9996,	-6.49503,	-158.491,	2.91596,	-6.24534,	-0.15222
10.928,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374853,	-0.00645394,	1.24991,	0.0174029,	-8.42995e-05,	-0.998566,	-22.4949,	1.3973,	-155.7,	1.88951,	-6.24512,	-0.331942
10.93,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374935,	-0.00646804,	1.24992,	0.0168896,	-4.76159e-05,	-0.998527,	-19.6588,	6.45606,	-133.694,	0.966804,	-5.40535,	-0.405571
10.932,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.037484,	-0.00686321,	1.2499,	0.0202689,	-6.37573e-05,	-0.998132,	-17.0772,	0.413115,	-128.261,	2.24644,	-4.98901,	-0.247355
10.934,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374428,	-0.00687923,	1.24991,	0.0260481,	-0.000100563,	-0.997875,	-21.9714,	-5.59411,	-140.744,	3.21854,	-5.87786,	-0.191114
10.935,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374493,	-0.00687363,	1.24992,	0.0254291,	-9.65548e-05,	-0.997798,	-16.5929,	4.92446,	-150.025,	2.07947,	-5.41351,	-0.333823
10.938,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374506,	-0.00687583,	1.24992,	0.0251268,	-0.00010721,	-0.997726,	-20.9825,	-5.30841,	-154.402,	3.26027,	-6.05123,	-0.164588
10.94,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.037524,	-0.00645311,	1.24991,	0.013674,	-8.51184e-05,	-0.998258,	-22.9955,	0.113575,	-165.632,	2.17675,	-6.52679,	-0.310405
10.942,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.037463,	-0.00688057,	1.24992,	0.0239277,	-0.000120679,	-0.997607,	-17.9749,	7.01407,	-155.407,	1.88541,	-5.70508,	-0.393642
10.944,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374572,	-0.00687766,	1.24992,	0.0239908,	-8.80417e-05,	-0.99758,	-16.6816,	1.05589,	-141.685,	2.28426,	-5.23321,	-0.242178
10.947,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374602,	-0.00688749,	1.24991,	0.0237779,	-0.000108282,	-0.997563,	-18.2115,	9.55695,	-153.854,	1.55224,	-5.70064,	-0.454521
10.948,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0375807,	-0.00628437,	1.24993,	0.00652809,	8.53347e-06,	-0.998371,	-21.8376,	10.4782,	-148.4,	0.65292,	-6.00235,	-0.522604
10.95,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374608,	-0.00688123,	1.24992,	0.0239274,	-8.57998e-05,	-0.997534,	-12.5286,	1.67916,	-143.151,	2.35907,	-4.75338,	-0.196946
10.953,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374493,	-0.0068742,	1.24992,	0.0246364,	-9.44369e-05,	-0.997564,	-11.5623,	1.96176,	-136.403,	2.20233,	-4.48263,	-0.193281
10.954,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0374469,	-0.00687082,	1.24991,	0.0250017,	-9.58136e-05,	-0.997558,	-19.0382,	2.11017,	-132.518,	1.91922,	-5.32093,	-0.302879
10.956,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0375035,	-0.00684282,	1.24989,	0.0177424,	-6.72461e-05,	-0.997807,	-15.0432,	2.80517,	-151.032,	2.35006,	-5.24248,	-0.257761
10.958,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0375083,	-0.00644632,	1.24992,	0.014286,	-5.43359e-05,	-0.998171,	-17.0117,	0.132319,	-140.364,	1.83748,	-5.2229,	-0.230366
