trial,plan iters,plan time,best cost,configCheckTime,connectTime,knnTime,numComponents,numEdgeChecks,numIters,numMilestones
2,2228,2.24763,1.74326,0.00986974,2.01105,0.223197,1,997,2228,434
2,2276,2.27923,1.74326,0.0100822,2.03328,0.232289,1,1009,2276,442
2,2321,2.31521,1.74326,0.0102893,2.06046,0.240821,1,1023,2321,448
2,2360,2.37045,1.74326,0.0104245,2.10847,0.247812,1,1045,2360,456
2,2414,2.39723,1.74326,0.0106215,2.12573,0.257044,1,1056,2414,464
2,2456,2.43651,1.74326,0.0108379,2.15371,0.268069,1,1074,2456,475
2,2510,2.47126,1.74326,0.0110658,2.17741,0.278806,1,1091,2510,484
2,2549,2.51203,1.74326,0.0112613,2.20792,0.288807,1,1109,2549,494
2,2600,2.54164,1.74326,0.0114403,2.22912,0.296945,1,1122,2600,500
2,2652,2.56969,1.74326,0.0117591,2.2451,0.308622,1,1135,2652,509
2,2697,2.60424,1.74326,0.0119735,2.26897,0.319009,1,1151,2697,517
2,2745,2.64201,1.74326,0.0121679,2.29503,0.330456,1,1169,2745,529
2,2792,2.67266,1.74326,0.0123962,2.31323,0.34261,1,1187,2792,539
2,2845,2.69894,1.74326,0.012584,2.32942,0.352424,1,1196,2845,545
2,2895,2.71924,1.74326,0.0128285,2.33927,0.36254,1,1204,2895,551
2,2942,2.75692,1.74326,0.0130171,2.36604,0.373184,1,1220,2942,560
2,2986,2.79451,1.74326,0.0132234,2.39088,0.385662,1,1240,2986,572
2,3035,2.8354,1.56964,0.0134475,2.41878,0.398345,1,1263,3035,583
2,3101,2.86312,1.56964,0.0136165,2.43677,0.407783,1,1279,3101,589
2,3149,2.90345,1.56964,0.0137851,2.46603,0.418603,1,1299,3149,599
2,3208,2.93636,1.56964,0.0139614,2.4876,0.429664,1,1315,3208,608
2,3255,2.9842,1.56964,0.0141204,2.52476,0.440108,1,1342,3255,617
2,3310,3.01843,1.56964,0.0143036,2.54749,0.451325,1,1357,3310,626
2,3361,3.05551,1.56964,0.0144583,2.57393,0.461721,1,1373,3361,635
2,3426,3.08031,1.56964,0.0146785,2.58721,0.472901,1,1382,3426,642
2,3493,3.1081,1.56964,0.0149003,2.60193,0.485635,1,1391,3493,649
2,3553,3.14267,1.56964,0.015204,2.62217,0.499545,1,1405,3553,659
2,3610,3.17581,1.56964,0.0153938,2.64166,0.512914,1,1420,3610,670
2,3682,3.19304,1.56964,0.0155986,2.64759,0.523882,1,1425,3682,673
2,3746,3.21951,1.56964,0.0157756,2.66168,0.535979,1,1437,3746,681
2,3796,3.26068,1.56964,0.0159716,2.68957,0.548979,1,1453,3796,688
2,3850,3.29725,1.56964,0.0161825,2.71084,0.563967,1,1470,3850,699
2,3909,3.32754,1.56964,0.0164154,2.72651,0.578229,1,1483,3909,707
2,3959,3.36864,1.56964,0.0166345,2.75094,0.594604,1,1500,3959,718
2,4023,3.39363,1.56964,0.0168023,2.76425,0.606004,1,1509,4023,724
2,4078,3.42907,1.56964,0.0169905,2.78574,0.619666,1,1526,4078,734
2,4134,3.46316,1.56964,0.0171418,2.80764,0.631605,1,1541,4134,743
2,4202,3.48384,1.56964,0.0173597,2.813,0.646593,1,1549,4202,751
2,4257,3.5176,1.56964,0.0176095,2.8296,0.663414,1,1563,4257,758
2,4315,3.5491,1.56964,0.0177835,2.84688,0.677348,1,1576,4315,768
2,4367,3.58678,1.56964,0.017998,2.8677,0.693888,1,1591,4367,779
2,4421,3.63568,1.56964,0.0182289,2.90013,0.710024,1,1612,4421,790
2,4465,3.67302,1.56964,0.0183829,2.92454,0.722722,1,1628,4465,798
2,4527,3.69805,1.56964,0.0185615,2.93627,0.735726,1,1638,4527,805
2,4583,3.73806,1.56964,0.0187297,2.96076,0.750975,1,1655,4583,815
2,4638,3.77183,1.56964,0.0189303,2.97652,0.768684,1,1671,4638,826
2,4699,3.79944,1.56964,0.0191478,2.98734,0.785146,1,1681,4699,834
3,1,5.3894e-05,1.56964,2.6177e-05,0,2.6177e-05,1,0,1,2
3,81,0.100394,1.56964,0.000464641,0.0989266,0.000924654,1,18,81,11
3,130,0.204951,1.56964,0.000736798,0.202148,0.00194093,1,37,130,22
3,208,0.316876,1.56964,0.00115331,0.311408,0.00411937,1,56,208,32
3,318,0.419099,1.56964,0.0018008,0.408755,0.00821756,1,82,318,46
3,414,0.522034,1.56964,0.00235166,0.505877,0.013394,1,110,414,65
3,522,0.628779,1.56964,0.0029491,0.604864,0.0204632,1,139,522,83
3,565,0.694158,1.97231,0.00314543,0.667635,0.022816,1,180,565,92
3,589,0.758988,1.97231,0.00326784,0.730908,0.0242153,1,233,589,98
3,619,0.832412,1.97231,0.00339949,0.802442,0.0259234,1,290,619,106
3,648,0.886878,1.97231,0.00354847,0.854942,0.0276972,1,322,648,112
3,661,0.969624,1.58295,0.00360352,0.936845,0.0284629,1,345,661,115
3,704,1.02402,1.58295,0.00373325,0.989139,0.0303592,1,386,704,123
3,761,1.07161,1.58295,0.00393804,1.03347,0.0333137,1,412,761,132
3,813,1.11651,1.58295,0.00416939,1.07477,0.0366142,1,446,813,140
3,876,1.15803,1.58295,0.00436187,1.11309,0.0395094,1,467,876,147
3,936,1.19432,1.58295,0.00455819,1.14563,0.0429675,1,486,936,158
3,986,1.24143,1.58295,0.00471525,1.18946,0.0459939,1,505,986,168
3,1049,1.27361,1.58295,0.00492852,1.21721,0.0501048,1,518,1049,177
3,1115,1.30982,1.58295,0.0051233,1.24938,0.0538027,1,534,1115,185
3,1168,1.35175,1.58295,0.0053227,1.28732,0.0575032,1,547,1168,192
3,1228,1.38782,1.58295,0.00552596,1.31882,0.0617692,1,562,1228,201
3,1294,1.41749,1.58295,0.00577233,1.34305,0.0668425,1,575,1294,210
3,1358,1.44926,1.58295,0.0059906,1.3697,0.0716351,1,587,1358,218
3,1422,1.48054,1.58295,0.00622272,1.39544,0.0768458,1,600,1422,225
3,1492,1.50578,1.58295,0.00646678,1.41453,0.0826182,1,612,1492,235
3,1568,1.52646,1.58295,0.00666926,1.42973,0.0877769,1,623,1568,243
3,1624,1.57225,1.58295,0.00687406,1.46963,0.0933602,1,638,1624,253
3,1688,1.60365,1.58295,0.00710772,1.49476,0.0992915,1,652,1688,261
3,1746,1.64128,1.58295,0.00728056,1.52676,0.104637,1,668,1746,271
3,1809,1.67305,1.58295,0.00756004,1.55018,0.112609,1,686,1809,281
3,1871,1.70599,1.58295,0.00778292,1.57679,0.118612,1,699,1871,288
3,1927,1.74568,1.58295,0.00800696,1.60916,0.12562,1,716,1927,299
3,1993,1.77579,1.58295,0.00823794,1.63229,0.132255,1,726,1993,305
3,2067,1.8002,1.58295,0.00847584,1.64937,0.139218,1,738,2067,313
3,2134,1.82721,1.58295,0.00867986,1.66919,0.146083,1,752,2134,322
3,2196,1.85878,1.58295,0.0089116,1.69292,0.153573,1,765,2196,331
3,2259,1.89199,1.58295,0.00913911,1.71904,0.160324,1,780,2259,341
3,2331,1.91948,1.58295,0.00941011,1.73691,0.16955,1,793,2331,351
3,2406,1.93676,1.58295,0.00963955,1.74641,0.176988,1,800,2406,356
3,2463,1.97637,1.58295,0.00985127,1.7773,0.185393,1,819,2463,367
3,2523,2.01401,1.58295,0.0100976,1.8048,0.19519,1,838,2523,379
3,2597,2.0397,1.58295,0.0103417,1.8215,0.20381,1,849,2597,386
